event_date,user_pseudo_id,ga_client_id,user_id_ui,session_id,source,medium,gclid,fbclid,fbc,fbp,full_referrer,form_name,form_step_name,form_valid,quote_number_after_generated,order_id_after_generated,event_timestamp,event_name,page_uri,full_page_url,traffic_category,custom_event
2026-03-02,3616466630.1652162382,GA1.1.3616466630.1652162382,ui_2ece252507,sU0108_1,Google Ads,cpc,EAIaIQobead079759550e251718217,,,,https://www.google.com/,,,,,,2026-03-02 09:36:51,scroll,/membership,https://example.com/membership,paid,
2026-03-02,5145463770.1220148797,GA1.1.5145463770.1220148797,ui_aa0af460bf,sU0307_1,Meta,paid_social,,fb.674c6e8fdd73c08921606557,fb.1.1772454766.674c6e8fdd73c08921606557,fb.1.1772454766.9379838736,https://l.facebook.com/,,,,,,2026-03-02 12:32:46,session_start,/whats-on,https://example.com/whats-on,paid,
2026-03-02,5145463770.1220148797,GA1.1.5145463770.1220148797,ui_aa0af460bf,sU0307_1,Meta,paid_social,,fb.674c6e8fdd73c08921606557,fb.1.1772454766.674c6e8fdd73c08921606557,fb.1.1772454766.9379838736,https://l.facebook.com/,,,,,,2026-03-02 12:33:06,page_view,/whats-on,https://example.com/whats-on,paid,
2026-03-02,5145463770.1220148797,GA1.1.5145463770.1220148797,ui_aa0af460bf,sU0307_1,Meta,paid_social,,fb.674c6e8fdd73c08921606557,fb.1.1772454766.674c6e8fdd73c08921606557,fb.1.1772454766.9379838736,https://l.facebook.com/,,,,,,2026-03-02 12:33:26,scroll,/whats-on,https://example.com/whats-on,paid,
2026-03-02,6261403455.1515164216,GA1.1.6261403455.1515164216,,sU0371_1,Meta,paid_social,,fb.d2f6e794c1ed8691223c1a2d,fb.1.1772457654.d2f6e794c1ed8691223c1a2d,fb.1.1772457654.5202410531,https://l.facebook.com/,,,,,,2026-03-02 13:20:54,session_start,/whats-on,https://example.com/whats-on,paid,
2026-03-02,6261403455.1515164216,GA1.1.6261403455.1515164216,,sU0371_1,Meta,paid_social,,fb.d2f6e794c1ed8691223c1a2d,fb.1.1772457654.d2f6e794c1ed8691223c1a2d,fb.1.1772457654.5202410531,https://l.facebook.com/,,,,,,2026-03-02 13:21:14,page_view,/animals,https://example.com/animals,paid,
2026-03-02,2711946840.1162068099,GA1.1.2711946840.1162068099,ui_611aa0db8c,sU0311_1,Meta,paid_social,,fb.06bd9d093c928e3e8e64ee35,fb.1.1772463370.06bd9d093c928e3e8e64ee35,fb.1.1772463370.6703302674,https://l.facebook.com/,,,,,,2026-03-02 14:56:10,session_start,/lead-form,https://example.com/lead-form,paid,
2026-03-02,2711946840.1162068099,GA1.1.2711946840.1162068099,ui_611aa0db8c,sU0311_1,Meta,paid_social,,fb.06bd9d093c928e3e8e64ee35,fb.1.1772463370.06bd9d093c928e3e8e64ee35,fb.1.1772463370.6703302674,https://l.facebook.com/,,,,,,2026-03-02 14:56:30,page_view,/membership,https://example.com/membership,paid,
2026-03-02,2711946840.1162068099,GA1.1.2711946840.1162068099,ui_611aa0db8c,sU0311_1,Meta,paid_social,,fb.06bd9d093c928e3e8e64ee35,fb.1.1772463370.06bd9d093c928e3e8e64ee35,fb.1.1772463370.6703302674,https://l.facebook.com/,,,,,,2026-03-02 14:56:50,select_content,/membership,https://example.com/membership,paid,
2026-03-02,6082544784.1840101757,GA1.1.6082544784.1840101757,,sU0128_1,Meta,paid_social,,,,fb.1.1772468068.9189853166,https://l.facebook.com/,,,,,,2026-03-02 16:14:28,session_start,/whats-on,https://example.com/whats-on,paid,
2026-03-02,6082544784.1840101757,GA1.1.6082544784.1840101757,,sU0128_1,Meta,paid_social,,,,fb.1.1772468068.9189853166,https://l.facebook.com/,,,,,,2026-03-02 16:14:48,page_view,/membership,https://example.com/membership,paid,
2026-03-02,9169749967.1100600013,GA1.1.9169749967.1100600013,ui_7d29f244ed,sU0112_1,Google Ads,cpc,EAIaIQobca0312a0ff1b5b37972520,,,,https://www.google.com/,,,,,,2026-03-02 16:44:04,session_start,/tickets,https://example.com/tickets,paid,
2026-03-02,9169749967.1100600013,GA1.1.9169749967.1100600013,ui_7d29f244ed,sU0112_1,Google Ads,cpc,EAIaIQobca0312a0ff1b5b37972520,,,,https://www.google.com/,,,,,,2026-03-02 16:44:24,page_view,/checkout,https://example.com/checkout,paid,
2026-03-02,7206488074.1782487451,GA1.1.7206488074.1782487451,ui_20336e160c,sU0182_1,Meta,paid_social,,fb.1b7eb4091b36606720eafebb,fb.1.1772479370.1b7eb4091b36606720eafebb,fb.1.1772479370.2147977942,https://l.facebook.com/,,,,,,2026-03-02 19:22:50,session_start,/membership,https://example.com/membership,paid,
2026-03-02,7206488074.1782487451,GA1.1.7206488074.1782487451,ui_20336e160c,sU0182_1,Meta,paid_social,,fb.1b7eb4091b36606720eafebb,fb.1.1772479370.1b7eb4091b36606720eafebb,fb.1.1772479370.2147977942,https://l.facebook.com/,,,,,,2026-03-02 19:23:10,page_view,/membership,https://example.com/membership,paid,
2026-03-02,4397214369.1870229749,GA1.1.4397214369.1870229749,ui_ac3a92b701,sU0224_1,Google Ads,cpc,EAIaIQobe65237090bf6d0324ae54d,,,,https://www.google.com/,,,,,,2026-03-02 23:30:23,session_start,/whats-on,https://example.com/whats-on,paid,
2026-03-02,4397214369.1870229749,GA1.1.4397214369.1870229749,ui_ac3a92b701,sU0224_1,Google Ads,cpc,EAIaIQobe65237090bf6d0324ae54d,,,,https://www.google.com/,,,,,,2026-03-02 23:30:43,page_view,/tickets,https://example.com/tickets,paid,
2026-03-03,7084334248.1269156658,GA1.1.7084334248.1269156658,ui_7ea2fdbf38,sU0286_1,Google Ads,cpc,EAIaIQob05530caf92361e97fc5ab6,,,,https://www.google.com/,,,,,,2026-03-03 03:11:48,session_start,/whats-on,https://example.com/whats-on,paid,
2026-03-03,7084334248.1269156658,GA1.1.7084334248.1269156658,ui_7ea2fdbf38,sU0286_1,Google Ads,cpc,EAIaIQob05530caf92361e97fc5ab6,,,,https://www.google.com/,,,,,,2026-03-03 03:12:08,page_view,/whats-on,https://example.com/whats-on,paid,
2026-03-03,7084334248.1269156658,GA1.1.7084334248.1269156658,ui_7ea2fdbf38,sU0286_1,Google Ads,cpc,EAIaIQob05530caf92361e97fc5ab6,,,,https://www.google.com/,,,,,,2026-03-03 03:12:28,select_content,/whats-on,https://example.com/whats-on,paid,
2026-03-03,3512990442.1817567004,GA1.1.3512990442.1817567004,,sU0321_1,Meta,paid_social,,fb.e16f9ba10daee08d661efb19,fb.1.1772510113.e16f9ba10daee08d661efb19,,https://l.facebook.com/,,,,,,2026-03-03 03:55:13,session_start,/lead-form,https://example.com/lead-form,paid,
2026-03-03,3512990442.1817567004,GA1.1.3512990442.1817567004,,sU0321_1,Meta,paid_social,,fb.e16f9ba10daee08d661efb19,fb.1.1772510113.e16f9ba10daee08d661efb19,,https://l.facebook.com/,,,,,,2026-03-03 03:55:33,page_view,/tickets,https://example.com/tickets,paid,
2026-03-03,3512990442.1817567004,GA1.1.3512990442.1817567004,,sU0321_1,Meta,paid_social,,fb.e16f9ba10daee08d661efb19,fb.1.1772510113.e16f9ba10daee08d661efb19,,https://l.facebook.com/,,,,,,2026-03-03 03:55:53,scroll,/membership,https://example.com/membership,paid,
2026-03-03,6432741106.1611422741,GA1.1.6432741106.1611422741,ui_1ae1956790,sU0214_1,Meta,paid_social,,fb.fb3d6bb4fa49d98115a8fc0a,fb.1.1772510494.fb3d6bb4fa49d98115a8fc0a,fb.1.1772510494.4967043833,https://l.facebook.com/,,,,,,2026-03-03 04:01:34,session_start,/animals,https://example.com/animals,paid,
2026-03-03,6432741106.1611422741,GA1.1.6432741106.1611422741,ui_1ae1956790,sU0214_1,Meta,paid_social,,fb.fb3d6bb4fa49d98115a8fc0a,fb.1.1772510494.fb3d6bb4fa49d98115a8fc0a,fb.1.1772510494.4967043833,https://l.facebook.com/,,,,,,2026-03-03 04:01:54,page_view,/animals,https://example.com/animals,paid,
2026-03-03,6432741106.1611422741,GA1.1.6432741106.1611422741,ui_1ae1956790,sU0214_1,Meta,paid_social,,fb.fb3d6bb4fa49d98115a8fc0a,fb.1.1772510494.fb3d6bb4fa49d98115a8fc0a,fb.1.1772510494.4967043833,https://l.facebook.com/,,,,,,2026-03-03 04:02:14,scroll,/membership,https://example.com/membership,paid,
2026-03-03,1937032010.1843057199,GA1.1.1937032010.1843057199,ui_3f849621df,sU0246_1,Meta,paid_social,,fb.629c509cc40f634cb954923d,fb.1.1772522202.629c509cc40f634cb954923d,fb.1.1772522202.4582102873,https://l.facebook.com/,,,,,,2026-03-03 07:16:42,session_start,/whats-on,https://example.com/whats-on,paid,
2026-03-03,1937032010.1843057199,GA1.1.1937032010.1843057199,ui_3f849621df,sU0246_1,Meta,paid_social,,fb.629c509cc40f634cb954923d,fb.1.1772522202.629c509cc40f634cb954923d,fb.1.1772522202.4582102873,https://l.facebook.com/,,,,,,2026-03-03 07:17:02,page_view,/membership,https://example.com/membership,paid,
2026-03-03,5405008821.1486469216,GA1.1.5405008821.1486469216,ui_272562e93a,sU0229_1,Meta,paid_social,,fb.47fc7969143d9cb5c9dfdb13,fb.1.1772524335.47fc7969143d9cb5c9dfdb13,fb.1.1772524335.4841601171,https://l.facebook.com/,,,,,,2026-03-03 07:52:15,session_start,/tickets,https://example.com/tickets,paid,
2026-03-03,5405008821.1486469216,GA1.1.5405008821.1486469216,ui_272562e93a,sU0229_1,Meta,paid_social,,fb.47fc7969143d9cb5c9dfdb13,fb.1.1772524335.47fc7969143d9cb5c9dfdb13,fb.1.1772524335.4841601171,https://l.facebook.com/,,,,,,2026-03-03 07:52:35,page_view,/whats-on,https://example.com/whats-on,paid,
2026-03-03,8782781864.1594217441,GA1.1.8782781864.1594217441,ui_1bff431ce6,sU0389_1,Google Ads,cpc,EAIaIQobdd72e120b99e54439b714f,,,,https://www.google.com/,,,,,,2026-03-03 11:53:18,session_start,/animals,https://example.com/animals,paid,
2026-03-03,8782781864.1594217441,GA1.1.8782781864.1594217441,ui_1bff431ce6,sU0389_1,Google Ads,cpc,EAIaIQobdd72e120b99e54439b714f,,,,https://www.google.com/,,,,,,2026-03-03 11:53:38,page_view,/tickets,https://example.com/tickets,paid,
2026-03-03,8782781864.1594217441,GA1.1.8782781864.1594217441,ui_1bff431ce6,sU0389_1,Google Ads,cpc,EAIaIQobdd72e120b99e54439b714f,,,,https://www.google.com/,,,,,,2026-03-03 11:53:58,view_item,/checkout,https://example.com/checkout,paid,
2026-03-03,8782781864.1594217441,GA1.1.8782781864.1594217441,ui_1bff431ce6,sU0389_2,Google Ads,cpc,EAIaIQobdd72e120b99e54439b714f,,,,,ticket_enquiry,submit,true,quote_08NE4XLW,,2026-03-03 11:57:18,generate_lead,/thank-you,https://example.com/thank-you,conversion,lead
2026-03-03,8782781864.1594217441,GA1.1.8782781864.1594217441,ui_1bff431ce6,sU0389_2,Google Ads,cpc,EAIaIQobdd72e120b99e54439b714f,,,,,ticket_enquiry,confirmation,true,quote_08NE4XLW,,2026-03-03 11:57:48,form_submit,/thank-you,https://example.com/thank-you,conversion,lead
2026-03-03,2891673334.1277032861,GA1.1.2891673334.1277032861,ui_4d2a29010a,sU0135_1,Meta,paid_social,,fb.181139da164095fe5f405429,fb.1.1772539624.181139da164095fe5f405429,fb.1.1772539624.8356592812,https://l.facebook.com/,,,,,,2026-03-03 12:07:04,session_start,/whats-on,https://example.com/whats-on,paid,
2026-03-03,2891673334.1277032861,GA1.1.2891673334.1277032861,ui_4d2a29010a,sU0135_1,Meta,paid_social,,fb.181139da164095fe5f405429,fb.1.1772539624.181139da164095fe5f405429,fb.1.1772539624.8356592812,https://l.facebook.com/,,,,,,2026-03-03 12:07:24,page_view,/membership,https://example.com/membership,paid,
2026-03-03,2891673334.1277032861,GA1.1.2891673334.1277032861,ui_4d2a29010a,sU0135_1,Meta,paid_social,,fb.181139da164095fe5f405429,fb.1.1772539624.181139da164095fe5f405429,fb.1.1772539624.8356592812,https://l.facebook.com/,,,,,,2026-03-03 12:07:44,scroll,/checkout,https://example.com/checkout,paid,
2026-03-03,2891673334.1277032861,GA1.1.2891673334.1277032861,ui_4d2a29010a,sU0135_2,Meta,paid_social,,fb.181139da164095fe5f405429,fb.1.1772539624.181139da164095fe5f405429,fb.1.1772539624.8356592812,,ticket_enquiry,submit,true,quote_9W0TE52V,,2026-03-03 13:06:04,generate_lead,/thank-you,https://example.com/thank-you,conversion,lead
2026-03-03,2891673334.1277032861,GA1.1.2891673334.1277032861,ui_4d2a29010a,sU0135_2,Meta,paid_social,,fb.181139da164095fe5f405429,fb.1.1772539624.181139da164095fe5f405429,fb.1.1772539624.8356592812,,ticket_enquiry,confirmation,true,quote_9W0TE52V,,2026-03-03 13:06:34,form_submit,/thank-you,https://example.com/thank-you,conversion,lead
2026-03-03,7150354449.1440042312,GA1.1.7150354449.1440042312,,sU0263_1,Meta,paid_social,,fb.4ee805bed9a9906b27633df3,fb.1.1772546671.4ee805bed9a9906b27633df3,fb.1.1772546671.5122045743,https://l.facebook.com/,,,,,,2026-03-03 14:04:31,session_start,/checkout,https://example.com/checkout,paid,
2026-03-03,7150354449.1440042312,GA1.1.7150354449.1440042312,,sU0263_1,Meta,paid_social,,fb.4ee805bed9a9906b27633df3,fb.1.1772546671.4ee805bed9a9906b27633df3,fb.1.1772546671.5122045743,https://l.facebook.com/,,,,,,2026-03-03 14:04:51,page_view,/whats-on,https://example.com/whats-on,paid,
2026-03-03,7150354449.1440042312,GA1.1.7150354449.1440042312,,sU0263_1,Meta,paid_social,,fb.4ee805bed9a9906b27633df3,fb.1.1772546671.4ee805bed9a9906b27633df3,fb.1.1772546671.5122045743,https://l.facebook.com/,,,,,,2026-03-03 14:05:11,view_item,/checkout,https://example.com/checkout,paid,
2026-03-03,6179336797.1533361273,GA1.1.6179336797.1533361273,ui_c59567dcd8,sU0080_1,Meta,paid_social,,fb.63b1d151c73ca4c683697c20,fb.1.1772551360.63b1d151c73ca4c683697c20,fb.1.1772551360.4705310401,https://l.facebook.com/,,,,,,2026-03-03 15:22:40,session_start,/tickets,https://example.com/tickets,paid,
2026-03-03,6179336797.1533361273,GA1.1.6179336797.1533361273,ui_c59567dcd8,sU0080_1,Meta,paid_social,,fb.63b1d151c73ca4c683697c20,fb.1.1772551360.63b1d151c73ca4c683697c20,fb.1.1772551360.4705310401,https://l.facebook.com/,,,,,,2026-03-03 15:23:00,page_view,/lead-form,https://example.com/lead-form,paid,
2026-03-03,6179336797.1533361273,GA1.1.6179336797.1533361273,ui_c59567dcd8,sU0080_2,Meta,paid_social,,fb.63b1d151c73ca4c683697c20,fb.1.1772551360.63b1d151c73ca4c683697c20,fb.1.1772551360.4705310401,,ticket_enquiry,submit,true,quote_0CHQI014,,2026-03-03 17:53:40,generate_lead,/thank-you,https://example.com/thank-you,conversion,lead
2026-03-03,6179336797.1533361273,GA1.1.6179336797.1533361273,ui_c59567dcd8,sU0080_2,Meta,paid_social,,fb.63b1d151c73ca4c683697c20,fb.1.1772551360.63b1d151c73ca4c683697c20,fb.1.1772551360.4705310401,,ticket_enquiry,confirmation,true,quote_0CHQI014,,2026-03-03 17:54:10,form_submit,/thank-you,https://example.com/thank-you,conversion,lead
2026-03-03,4077215032.1526194403,GA1.1.4077215032.1526194403,ui_6ea52b55a0,sU0395_1,Direct,(none),,,,,,,,,,,2026-03-03 18:31:25,session_start,/membership,https://example.com/membership,direct,
2026-03-03,4077215032.1526194403,GA1.1.4077215032.1526194403,ui_6ea52b55a0,sU0395_1,Direct,(none),,,,,,,,,,,2026-03-03 18:31:45,page_view,/membership,https://example.com/membership,direct,
2026-03-03,4077215032.1526194403,GA1.1.4077215032.1526194403,ui_6ea52b55a0,sU0395_1,Direct,(none),,,,,,,,,,,2026-03-03 18:32:05,scroll,/membership,https://example.com/membership,direct,
2026-03-03,3624656441.1202581790,GA1.1.3624656441.1202581790,,sU0110_1,Meta,paid_social,,fb.4a3578a444565000b37e12f5,fb.1.1772565722.4a3578a444565000b37e12f5,fb.1.1772565722.9648610631,https://l.facebook.com/,,,,,,2026-03-03 19:22:02,session_start,/whats-on,https://example.com/whats-on,paid,
2026-03-03,3624656441.1202581790,GA1.1.3624656441.1202581790,,sU0110_1,Meta,paid_social,,fb.4a3578a444565000b37e12f5,fb.1.1772565722.4a3578a444565000b37e12f5,fb.1.1772565722.9648610631,https://l.facebook.com/,,,,,,2026-03-03 19:22:22,page_view,/whats-on,https://example.com/whats-on,paid,
2026-03-03,1191265176.1072716246,GA1.1.1191265176.1072716246,ui_4b0108f1a7,sU0463_1,Direct,(none),,,,,,,,,,,2026-03-03 21:00:02,session_start,/whats-on,https://example.com/whats-on,direct,
2026-03-03,1191265176.1072716246,GA1.1.1191265176.1072716246,ui_4b0108f1a7,sU0463_1,Direct,(none),,,,,,,,,,,2026-03-03 21:00:22,page_view,/membership,https://example.com/membership,direct,
2026-03-03,7333929202.1766884424,GA1.1.7333929202.1766884424,ui_8c1cfd4b36,sU0234_1,Google Ads,cpc,EAIaIQob674ed524ef46d385193b80,,,,https://www.google.com/,,,,,,2026-03-03 23:40:04,session_start,/membership,https://example.com/membership,paid,
2026-03-03,7333929202.1766884424,GA1.1.7333929202.1766884424,ui_8c1cfd4b36,sU0234_1,Google Ads,cpc,EAIaIQob674ed524ef46d385193b80,,,,https://www.google.com/,,,,,,2026-03-03 23:40:24,page_view,/checkout,https://example.com/checkout,paid,
2026-03-04,8358870981.1515057244,GA1.1.8358870981.1515057244,ui_7e86253ec0,sU0028_1,Meta,paid_social,,fb.f6ef235b59b592fdcf820090,fb.1.1772586497.f6ef235b59b592fdcf820090,fb.1.1772586497.3637688758,https://l.facebook.com/,,,,,,2026-03-04 01:08:17,session_start,/tickets,https://example.com/tickets,paid,
2026-03-04,8358870981.1515057244,GA1.1.8358870981.1515057244,ui_7e86253ec0,sU0028_1,Meta,paid_social,,fb.f6ef235b59b592fdcf820090,fb.1.1772586497.f6ef235b59b592fdcf820090,fb.1.1772586497.3637688758,https://l.facebook.com/,,,,,,2026-03-04 01:08:37,page_view,/tickets,https://example.com/tickets,paid,
2026-03-04,8358870981.1515057244,GA1.1.8358870981.1515057244,ui_7e86253ec0,sU0028_1,Meta,paid_social,,fb.f6ef235b59b592fdcf820090,fb.1.1772586497.f6ef235b59b592fdcf820090,fb.1.1772586497.3637688758,https://l.facebook.com/,,,,,,2026-03-04 01:08:57,scroll,/membership,https://example.com/membership,paid,
2026-03-04,3442983221.1163971681,GA1.1.3442983221.1163971681,ui_fe53a62412,sU0172_1,Meta,paid_social,,fb.6892e521369dc13a91aeea49,fb.1.1772589872.6892e521369dc13a91aeea49,fb.1.1772589872.4212933655,https://l.facebook.com/,,,,,,2026-03-04 02:04:32,session_start,/whats-on,https://example.com/whats-on,paid,
2026-03-04,3442983221.1163971681,GA1.1.3442983221.1163971681,ui_fe53a62412,sU0172_1,Meta,paid_social,,fb.6892e521369dc13a91aeea49,fb.1.1772589872.6892e521369dc13a91aeea49,fb.1.1772589872.4212933655,https://l.facebook.com/,,,,,,2026-03-04 02:04:52,page_view,/lead-form,https://example.com/lead-form,paid,
2026-03-04,4872521694.1773742895,GA1.1.4872521694.1773742895,ui_20cbba0604,sU0337_1,Meta,paid_social,,fb.33ede6bd30e000d91710fd80,fb.1.1772591159.33ede6bd30e000d91710fd80,fb.1.1772591159.6285562711,https://l.facebook.com/,,,,,,2026-03-04 02:25:59,session_start,/animals,https://example.com/animals,paid,
2026-03-04,4872521694.1773742895,GA1.1.4872521694.1773742895,ui_20cbba0604,sU0337_1,Meta,paid_social,,fb.33ede6bd30e000d91710fd80,fb.1.1772591159.33ede6bd30e000d91710fd80,fb.1.1772591159.6285562711,https://l.facebook.com/,,,,,,2026-03-04 02:26:19,page_view,/checkout,https://example.com/checkout,paid,
2026-03-04,4872521694.1773742895,GA1.1.4872521694.1773742895,ui_20cbba0604,sU0337_1,Meta,paid_social,,fb.33ede6bd30e000d91710fd80,fb.1.1772591159.33ede6bd30e000d91710fd80,fb.1.1772591159.6285562711,https://l.facebook.com/,,,,,,2026-03-04 02:26:39,select_content,/tickets,https://example.com/tickets,paid,
2026-03-04,2892740043.1068006560,GA1.1.2892740043.1068006560,ui_5bac99fa58,sU0037_1,Direct,(none),,,,,,,,,,,2026-03-04 02:34:26,session_start,/animals,https://example.com/animals,direct,
2026-03-04,2892740043.1068006560,GA1.1.2892740043.1068006560,ui_5bac99fa58,sU0037_1,Direct,(none),,,,,,,,,,,2026-03-04 02:34:46,page_view,/membership,https://example.com/membership,direct,
2026-03-04,2892740043.1068006560,GA1.1.2892740043.1068006560,ui_5bac99fa58,sU0037_1,Direct,(none),,,,,,,,,,,2026-03-04 02:35:06,scroll,/tickets,https://example.com/tickets,direct,
2026-03-04,1553040088.1985136061,GA1.1.1553040088.1985136061,ui_875c9bba8f,sU0167_1,Meta,paid_social,,fb.b15f44e096c26a4b43c86cf9,fb.1.1772593364.b15f44e096c26a4b43c86cf9,fb.1.1772593364.9817442957,https://l.facebook.com/,,,,,,2026-03-04 03:02:44,session_start,/tickets,https://example.com/tickets,paid,
2026-03-04,1553040088.1985136061,GA1.1.1553040088.1985136061,ui_875c9bba8f,sU0167_1,Meta,paid_social,,fb.b15f44e096c26a4b43c86cf9,fb.1.1772593364.b15f44e096c26a4b43c86cf9,fb.1.1772593364.9817442957,https://l.facebook.com/,,,,,,2026-03-04 03:03:04,page_view,/checkout,https://example.com/checkout,paid,
2026-03-04,4197230378.1130846757,GA1.1.4197230378.1130846757,ui_c13d2972d5,sU0271_1,Meta,paid_social,,fb.b315bc766e1b899339ba8ffd,fb.1.1772607838.b315bc766e1b899339ba8ffd,fb.1.1772607838.9399351344,https://l.facebook.com/,,,,,,2026-03-04 07:03:58,session_start,/whats-on,https://example.com/whats-on,paid,
2026-03-04,4197230378.1130846757,GA1.1.4197230378.1130846757,ui_c13d2972d5,sU0271_1,Meta,paid_social,,fb.b315bc766e1b899339ba8ffd,fb.1.1772607838.b315bc766e1b899339ba8ffd,fb.1.1772607838.9399351344,https://l.facebook.com/,,,,,,2026-03-04 07:04:18,page_view,/animals,https://example.com/animals,paid,
